Customer_ID,Age,Country,Subscription_Plan,Monthly_Fee,Tenure_Months,Payment_Method,Login_Frequency,Support_Tickets,Feature_Usage_Score,Contract_Type,Churn_Status
CUST_0976,37,Germany,Basic,1262,11,PayPal,8,1,44.38,Monthly,Churned
CUST_0977,64,Australia,Pro,3946,34,Debit Card,7,1,74.5,Monthly,Active
CUST_0978,50,India,Pro,2654,17,PayPal,9,1,82.7,Monthly,Active
CUST_0979,22,USA,Basic,982,14,UPI,15,1,57.3,Annual,Active
CUST_0980,33,USA,Pro,3707,26,Debit Card,7,1,65.95,Annual,Churned
CUST_0981,57,Germany,Pro,3726,16,PayPal,12,2,68.47,Monthly,Churned
CUST_0982,47,India,Pro,3285,41,Credit Card,13,4,62.91,Annual,Churned
CUST_0983,29,Canada,Pro,2330,13,Credit Card,7,1,64.76,Annual,Active
CUST_0984,23,Australia,Enterprise,8134,25,UPI,10,1,77.91,Annual,Active
CUST_0985,44,Australia,Basic,961,34,Credit Card,3,0,24.19,Annual,Churned
CUST_0986,42,Australia,Pro,2541,32,PayPal,10,3,58.3,Monthly,Active
CUST_0987,48,Canada,Pro,2959,28,PayPal,13,0,69.96,Monthly,Churned
CUST_0988,63,India,Basic,1223,32,PayPal,11,1,42.71,Monthly,Active
CUST_0989,42,Australia,Pro,2645,4,Debit Card,7,0,60.12,Monthly,Active
CUST_0990,55,UK,Basic,1008,44,PayPal,9,1,27.04,Annual,Active
CUST_0991,34,USA,Enterprise,5461,28,Credit Card,11,6,99.6,Annual,Churned
CUST_0992,63,Germany,Pro,2560,35,PayPal,11,3,79.01,Monthly,Active
CUST_0993,31,Germany,Basic,1160,40,UPI,9,2,58.84,Annual,Active
CUST_0994,29,India,Enterprise,7671,5,Credit Card,6,2,99.22,Annual,Churned
CUST_0995,53,India,Basic,789,40,PayPal,7,1,34.62,Monthly,Active
CUST_0996,19,Canada,Enterprise,9815,12,Debit Card,11,0,77.58,Annual,Active
CUST_0997,43,Canada,Basic,1248,19,Debit Card,4,0,27.31,Annual,Active
CUST_0998,55,Australia,Basic,1102,10,PayPal,7,1,43.14,Annual,Active
CUST_0999,40,Germany,Pro,2743,28,Debit Card,8,2,71.57,Monthly,Active
CUST_1000,42,India,Basic,1288,5,UPI,4,1,24.82,Annual,Churned
